sku,nombre,departamento,clase,tipo_marca,fecha,unidades,venta_neta,precio,costo
50068612,ETIQUETA BLANCA ECONOPACK 19X50,ARCHIVO Y ACCESORIOS,ETIQUETAS ADHESIVAS,Marca Externa,2025-01-01,9,205.76,22.86,14.52
50068612,ETIQUETA BLANCA ECONOPACK 19X50,ARCHIVO Y ACCESORIOS,ETIQUETAS ADHESIVAS,Marca Externa,2025-03-01,6,154.7,25.78,14.52
50068612,ETIQUETA BLANCA ECONOPACK 19X50,ARCHIVO Y ACCESORIOS,ETIQUETAS ADHESIVAS,Marca Externa,2025-06-01,5,149.08,29.82,14.52
50068612,ETIQUETA BLANCA ECONOPACK 19X50,ARCHIVO Y ACCESORIOS,ETIQUETAS ADHESIVAS,Marca Externa,2025-10-01,5,127.06,25.41,14.52
50068612,ETIQUETA BLANCA ECONOPACK 19X50,ARCHIVO Y ACCESORIOS,ETIQUETAS ADHESIVAS,Marca Externa,2025-11-01,4,115.65,28.91,14.52
50068612,ETIQUETA BLANCA ECONOPACK 19X50,ARCHIVO Y ACCESORIOS,ETIQUETAS ADHESIVAS,Marca Externa,2025-12-01,11,199.57,18.14,14.52
50068612,ETIQUETA BLANCA ECONOPACK 19X50,ARCHIVO Y ACCESORIOS,ETIQUETAS ADHESIVAS,Marca Externa,2026-01-01,7,186.8,26.69,14.52
50068612,ETIQUETA BLANCA ECONOPACK 19X50,ARCHIVO Y ACCESORIOS,ETIQUETAS ADHESIVAS,Marca Externa,2026-02-01,5,143.01,28.6,14.52
50068612,ETIQUETA BLANCA ECONOPACK 19X50,ARCHIVO Y ACCESORIOS,ETIQUETAS ADHESIVAS,Marca Externa,2026-04-01,4,124.52,31.13,14.52
50068607,ETIQUETA BCA 08X20 1512PZA/PQT,ARCHIVO Y ACCESORIOS,ETIQUETAS ADHESIVAS,Marca Externa,2024-05-01,3,78.79,26.26,14.71
50068607,ETIQUETA BCA 08X20 1512PZA/PQT,ARCHIVO Y ACCESORIOS,ETIQUETAS ADHESIVAS,Marca Externa,2024-06-01,4,91.09,22.77,14.71
50068607,ETIQUETA BCA 08X20 1512PZA/PQT,ARCHIVO Y ACCESORIOS,ETIQUETAS ADHESIVAS,Marca Externa,2024-07-01,4,103.28,25.82,14.71
50068607,ETIQUETA BCA 08X20 1512PZA/PQT,ARCHIVO Y ACCESORIOS,ETIQUETAS ADHESIVAS,Marca Externa,2024-08-01,8,149.3,18.66,14.71
50068607,ETIQUETA BCA 08X20 1512PZA/PQT,ARCHIVO Y ACCESORIOS,ETIQUETAS ADHESIVAS,Marca Externa,2024-10-01,6,110.29,18.38,14.71
50068607,ETIQUETA BCA 08X20 1512PZA/PQT,ARCHIVO Y ACCESORIOS,ETIQUETAS ADHESIVAS,Marca Externa,2024-11-01,4,92.43,23.11,14.71
50068607,ETIQUETA BCA 08X20 1512PZA/PQT,ARCHIVO Y ACCESORIOS,ETIQUETAS ADHESIVAS,Marca Externa,2024-12-01,3,68.29,22.76,14.71
50068607,ETIQUETA BCA 08X20 1512PZA/PQT,ARCHIVO Y ACCESORIOS,ETIQUETAS ADHESIVAS,Marca Externa,2025-02-01,5,88.45,17.69,14.71
50068607,ETIQUETA BCA 08X20 1512PZA/PQT,ARCHIVO Y ACCESORIOS,ETIQUETAS ADHESIVAS,Marca Externa,2025-03-01,3,95.9,31.97,14.71
50068607,ETIQUETA BCA 08X20 1512PZA/PQT,ARCHIVO Y ACCESORIOS,ETIQUETAS ADHESIVAS,Marca Externa,2025-06-01,5,100.23,20.05,14.71
50068607,ETIQUETA BCA 08X20 1512PZA/PQT,ARCHIVO Y ACCESORIOS,ETIQUETAS ADHESIVAS,Marca Externa,2025-07-01,3,58.41,19.47,14.71
50068607,ETIQUETA BCA 08X20 1512PZA/PQT,ARCHIVO Y ACCESORIOS,ETIQUETAS ADHESIVAS,Marca Externa,2026-02-01,4,134.78,33.69,14.71
50068607,ETIQUETA BCA 08X20 1512PZA/PQT,ARCHIVO Y ACCESORIOS,ETIQUETAS ADHESIVAS,Marca Externa,2026-04-01,3,91.6,30.53,14.71
50099646,CAJA NO. 2 50 X 25 X 25,ARCHIVO Y ACCESORIOS,CAJAS DE ARCHIVO,Marca Externa,2024-01-01,13,431.79,33.21,17.93
50099646,CAJA NO. 2 50 X 25 X 25,ARCHIVO Y ACCESORIOS,CAJAS DE ARCHIVO,Marca Externa,2024-02-01,9,299.39,33.27,17.93
50099646,CAJA NO. 2 50 X 25 X 25,ARCHIVO Y ACCESORIOS,CAJAS DE ARCHIVO,Marca Externa,2024-03-01,10,291.74,29.17,17.93
50099646,CAJA NO. 2 50 X 25 X 25,ARCHIVO Y ACCESORIOS,CAJAS DE ARCHIVO,Marca Externa,2024-04-01,10,356.3,35.63,17.93
50099646,CAJA NO. 2 50 X 25 X 25,ARCHIVO Y ACCESORIOS,CAJAS DE ARCHIVO,Marca Externa,2024-05-01,10,361.65,36.16,17.93
50099646,CAJA NO. 2 50 X 25 X 25,ARCHIVO Y ACCESORIOS,CAJAS DE ARCHIVO,Marca Externa,2024-06-01,10,261.32,26.13,17.93
50099646,CAJA NO. 2 50 X 25 X 25,ARCHIVO Y ACCESORIOS,CAJAS DE ARCHIVO,Marca Externa,2024-07-01,12,408.27,34.02,17.93
50099646,CAJA NO. 2 50 X 25 X 25,ARCHIVO Y ACCESORIOS,CAJAS DE ARCHIVO,Marca Externa,2024-08-01,10,390.21,39.02,17.93
50099646,CAJA NO. 2 50 X 25 X 25,ARCHIVO Y ACCESORIOS,CAJAS DE ARCHIVO,Marca Externa,2024-09-01,14,528.89,37.78,17.93
50099646,CAJA NO. 2 50 X 25 X 25,ARCHIVO Y ACCESORIOS,CAJAS DE ARCHIVO,Marca Externa,2024-10-01,10,334.54,33.45,17.93
50099646,CAJA NO. 2 50 X 25 X 25,ARCHIVO Y ACCESORIOS,CAJAS DE ARCHIVO,Marca Externa,2024-11-01,8,278.42,34.8,17.93
50099646,CAJA NO. 2 50 X 25 X 25,ARCHIVO Y ACCESORIOS,CAJAS DE ARCHIVO,Marca Externa,2024-12-01,9,276.86,30.76,17.93
50099646,CAJA NO. 2 50 X 25 X 25,ARCHIVO Y ACCESORIOS,CAJAS DE ARCHIVO,Marca Externa,2025-01-01,11,348.84,31.71,17.93
50099646,CAJA NO. 2 50 X 25 X 25,ARCHIVO Y ACCESORIOS,CAJAS DE ARCHIVO,Marca Externa,2025-02-01,9,319.67,35.52,17.93
50099646,CAJA NO. 2 50 X 25 X 25,ARCHIVO Y ACCESORIOS,CAJAS DE ARCHIVO,Marca Externa,2025-03-01,13,399.54,30.73,17.93
50099646,CAJA NO. 2 50 X 25 X 25,ARCHIVO Y ACCESORIOS,CAJAS DE ARCHIVO,Marca Externa,2025-04-01,11,281.46,25.59,17.93
50099646,CAJA NO. 2 50 X 25 X 25,ARCHIVO Y ACCESORIOS,CAJAS DE ARCHIVO,Marca Externa,2025-05-01,11,357.79,32.53,17.93
50099646,CAJA NO. 2 50 X 25 X 25,ARCHIVO Y ACCESORIOS,CAJAS DE ARCHIVO,Marca Externa,2025-06-01,10,349.89,34.99,17.93
50099646,CAJA NO. 2 50 X 25 X 25,ARCHIVO Y ACCESORIOS,CAJAS DE ARCHIVO,Marca Externa,2025-07-01,10,297.37,29.74,17.93
50099646,CAJA NO. 2 50 X 25 X 25,ARCHIVO Y ACCESORIOS,CAJAS DE ARCHIVO,Marca Externa,2025-08-01,8,284.54,35.57,17.93
50099646,CAJA NO. 2 50 X 25 X 25,ARCHIVO Y ACCESORIOS,CAJAS DE ARCHIVO,Marca Externa,2025-09-01,13,459.52,35.35,17.93
50099646,CAJA NO. 2 50 X 25 X 25,ARCHIVO Y ACCESORIOS,CAJAS DE ARCHIVO,Marca Externa,2025-10-01,10,376.6,37.66,17.93
50099646,CAJA NO. 2 50 X 25 X 25,ARCHIVO Y ACCESORIOS,CAJAS DE ARCHIVO,Marca Externa,2025-11-01,8,295.94,36.99,17.93
50099646,CAJA NO. 2 50 X 25 X 25,ARCHIVO Y ACCESORIOS,CAJAS DE ARCHIVO,Marca Externa,2025-12-01,8,303.98,38.0,17.93
50099646,CAJA NO. 2 50 X 25 X 25,ARCHIVO Y ACCESORIOS,CAJAS DE ARCHIVO,Marca Externa,2026-01-01,17,459.85,27.05,17.93
50099646,CAJA NO. 2 50 X 25 X 25,ARCHIVO Y ACCESORIOS,CAJAS DE ARCHIVO,Marca Externa,2026-02-01,9,291.54,32.39,17.93
50099646,CAJA NO. 2 50 X 25 X 25,ARCHIVO Y ACCESORIOS,CAJAS DE ARCHIVO,Marca Externa,2026-03-01,13,466.71,35.9,17.93
50099646,CAJA NO. 2 50 X 25 X 25,ARCHIVO Y ACCESORIOS,CAJAS DE ARCHIVO,Marca Externa,2026-04-01,9,371.86,41.32,17.93
50039999,FOLDER COLGANTE CARTA VERDE 25P,ARCHIVO Y ACCESORIOS,FOLDERS COLGANTES,Marca Externa,2024-01-01,12,159.13,13.26,12.29
50039999,FOLDER COLGANTE CARTA VERDE 25P,ARCHIVO Y ACCESORIOS,FOLDERS COLGANTES,Marca Externa,2024-02-01,9,222.69,24.74,12.29
50039999,FOLDER COLGANTE CARTA VERDE 25P,ARCHIVO Y ACCESORIOS,FOLDERS COLGANTES,Marca Externa,2024-03-01,15,185.55,12.37,12.29
50039999,FOLDER COLGANTE CARTA VERDE 25P,ARCHIVO Y ACCESORIOS,FOLDERS COLGANTES,Marca Externa,2024-04-01,10,258.53,25.85,12.29
50039999,FOLDER COLGANTE CARTA VERDE 25P,ARCHIVO Y ACCESORIOS,FOLDERS COLGANTES,Marca Externa,2024-05-01,10,203.23,20.32,12.29
50039999,FOLDER COLGANTE CARTA VERDE 25P,ARCHIVO Y ACCESORIOS,FOLDERS COLGANTES,Marca Externa,2024-06-01,8,205.91,25.74,12.29
50039999,FOLDER COLGANTE CARTA VERDE 25P,ARCHIVO Y ACCESORIOS,FOLDERS COLGANTES,Marca Externa,2024-07-01,12,352.44,29.37,12.29
50039999,FOLDER COLGANTE CARTA VERDE 25P,ARCHIVO Y ACCESORIOS,FOLDERS COLGANTES,Marca Externa,2024-08-01,8,235.05,29.38,12.29
50039999,FOLDER COLGANTE CARTA VERDE 25P,ARCHIVO Y ACCESORIOS,FOLDERS COLGANTES,Marca Externa,2024-09-01,9,216.99,24.11,12.29
50039999,FOLDER COLGANTE CARTA VERDE 25P,ARCHIVO Y ACCESORIOS,FOLDERS COLGANTES,Marca Externa,2024-10-01,11,195.66,17.79,12.29
50039999,FOLDER COLGANTE CARTA VERDE 25P,ARCHIVO Y ACCESORIOS,FOLDERS COLGANTES,Marca Externa,2024-11-01,14,224.55,16.04,12.29
50039999,FOLDER COLGANTE CARTA VERDE 25P,ARCHIVO Y ACCESORIOS,FOLDERS COLGANTES,Marca Externa,2024-12-01,9,172.19,19.13,12.29
50039999,FOLDER COLGANTE CARTA VERDE 25P,ARCHIVO Y ACCESORIOS,FOLDERS COLGANTES,Marca Externa,2025-01-01,13,369.99,28.46,12.29
50039999,FOLDER COLGANTE CARTA VERDE 25P,ARCHIVO Y ACCESORIOS,FOLDERS COLGANTES,Marca Externa,2025-02-01,11,200.41,18.22,12.29
50039999,FOLDER COLGANTE CARTA VERDE 25P,ARCHIVO Y ACCESORIOS,FOLDERS COLGANTES,Marca Externa,2025-03-01,14,210.31,15.02,12.29
50039999,FOLDER COLGANTE CARTA VERDE 25P,ARCHIVO Y ACCESORIOS,FOLDERS COLGANTES,Marca Externa,2025-04-01,7,225.9,32.27,12.29
50039999,FOLDER COLGANTE CARTA VERDE 25P,ARCHIVO Y ACCESORIOS,FOLDERS COLGANTES,Marca Externa,2025-05-01,10,242.08,24.21,12.29
50039999,FOLDER COLGANTE CARTA VERDE 25P,ARCHIVO Y ACCESORIOS,FOLDERS COLGANTES,Marca Externa,2025-06-01,12,367.47,30.62,12.29
50039999,FOLDER COLGANTE CARTA VERDE 25P,ARCHIVO Y ACCESORIOS,FOLDERS COLGANTES,Marca Externa,2025-07-01,17,254.54,14.97,12.29
50039999,FOLDER COLGANTE CARTA VERDE 25P,ARCHIVO Y ACCESORIOS,FOLDERS COLGANTES,Marca Externa,2025-08-01,15,204.39,13.63,12.29
50039999,FOLDER COLGANTE CARTA VERDE 25P,ARCHIVO Y ACCESORIOS,FOLDERS COLGANTES,Marca Externa,2025-09-01,12,151.61,12.63,12.29
50039999,FOLDER COLGANTE CARTA VERDE 25P,ARCHIVO Y ACCESORIOS,FOLDERS COLGANTES,Marca Externa,2025-10-01,12,299.95,25.0,12.29
50039999,FOLDER COLGANTE CARTA VERDE 25P,ARCHIVO Y ACCESORIOS,FOLDERS COLGANTES,Marca Externa,2025-11-01,8,165.64,20.7,12.29
50039999,FOLDER COLGANTE CARTA VERDE 25P,ARCHIVO Y ACCESORIOS,FOLDERS COLGANTES,Marca Externa,2025-12-01,8,218.79,27.35,12.29
50039999,FOLDER COLGANTE CARTA VERDE 25P,ARCHIVO Y ACCESORIOS,FOLDERS COLGANTES,Marca Externa,2026-01-01,11,197.8,17.98,12.29
50039999,FOLDER COLGANTE CARTA VERDE 25P,ARCHIVO Y ACCESORIOS,FOLDERS COLGANTES,Marca Externa,2026-02-01,9,152.92,16.99,12.29
50039999,FOLDER COLGANTE CARTA VERDE 25P,ARCHIVO Y ACCESORIOS,FOLDERS COLGANTES,Marca Externa,2026-03-01,8,243.98,30.5,12.29
50039999,FOLDER COLGANTE CARTA VERDE 25P,ARCHIVO Y ACCESORIOS,FOLDERS COLGANTES,Marca Externa,2026-04-01,11,298.72,27.16,12.29
50086329,FOLDER DE POLIPROPILENO V/COL,ARCHIVO Y ACCESORIOS,FOLDERS DE POLIPROPILENO,Marca Externa,2024-01-01,7,173.76,24.82,8.9
50086329,FOLDER DE POLIPROPILENO V/COL,ARCHIVO Y ACCESORIOS,FOLDERS DE POLIPROPILENO,Marca Externa,2024-02-01,5,86.99,17.4,8.9
50086329,FOLDER DE POLIPROPILENO V/COL,ARCHIVO Y ACCESORIOS,FOLDERS DE POLIPROPILENO,Marca Externa,2024-03-01,6,110.66,18.44,8.9
50086329,FOLDER DE POLIPROPILENO V/COL,ARCHIVO Y ACCESORIOS,FOLDERS DE POLIPROPILENO,Marca Externa,2024-04-01,6,124.03,20.67,8.9
50086329,FOLDER DE POLIPROPILENO V/COL,ARCHIVO Y ACCESORIOS,FOLDERS DE POLIPROPILENO,Marca Externa,2024-05-01,7,167.48,23.93,8.9
50086329,FOLDER DE POLIPROPILENO V/COL,ARCHIVO Y ACCESORIOS,FOLDERS DE POLIPROPILENO,Marca Externa,2024-06-01,7,151.95,21.71,8.9
50086329,FOLDER DE POLIPROPILENO V/COL,ARCHIVO Y ACCESORIOS,FOLDERS DE POLIPROPILENO,Marca Externa,2024-10-01,7,130.04,18.58,8.9
50086329,FOLDER DE POLIPROPILENO V/COL,ARCHIVO Y ACCESORIOS,FOLDERS DE POLIPROPILENO,Marca Externa,2024-12-01,6,106.69,17.78,8.9
50086329,FOLDER DE POLIPROPILENO V/COL,ARCHIVO Y ACCESORIOS,FOLDERS DE POLIPROPILENO,Marca Externa,2025-01-01,8,160.51,20.06,8.9
50086329,FOLDER DE POLIPROPILENO V/COL,ARCHIVO Y ACCESORIOS,FOLDERS DE POLIPROPILENO,Marca Externa,2025-02-01,8,183.81,22.98,8.9
50086329,FOLDER DE POLIPROPILENO V/COL,ARCHIVO Y ACCESORIOS,FOLDERS DE POLIPROPILENO,Marca Externa,2025-03-01,8,134.93,16.87,8.9
50086329,FOLDER DE POLIPROPILENO V/COL,ARCHIVO Y ACCESORIOS,FOLDERS DE POLIPROPILENO,Marca Externa,2025-04-01,7,211.91,30.27,8.9
50086329,FOLDER DE POLIPROPILENO V/COL,ARCHIVO Y ACCESORIOS,FOLDERS DE POLIPROPILENO,Marca Externa,2025-05-01,6,148.51,24.75,8.9
50086329,FOLDER DE POLIPROPILENO V/COL,ARCHIVO Y ACCESORIOS,FOLDERS DE POLIPROPILENO,Marca Externa,2025-06-01,8,176.21,22.03,8.9
50086329,FOLDER DE POLIPROPILENO V/COL,ARCHIVO Y ACCESORIOS,FOLDERS DE POLIPROPILENO,Marca Externa,2025-07-01,6,173.96,28.99,8.9
50086329,FOLDER DE POLIPROPILENO V/COL,ARCHIVO Y ACCESORIOS,FOLDERS DE POLIPROPILENO,Marca Externa,2025-08-01,9,188.04,20.89,8.9
50086329,FOLDER DE POLIPROPILENO V/COL,ARCHIVO Y ACCESORIOS,FOLDERS DE POLIPROPILENO,Marca Externa,2025-09-01,5,103.08,20.62,8.9
50086329,FOLDER DE POLIPROPILENO V/COL,ARCHIVO Y ACCESORIOS,FOLDERS DE POLIPROPILENO,Marca Externa,2025-11-01,9,247.3,27.48,8.9
50086329,FOLDER DE POLIPROPILENO V/COL,ARCHIVO Y ACCESORIOS,FOLDERS DE POLIPROPILENO,Marca Externa,2025-12-01,8,175.92,21.99,8.9
50086329,FOLDER DE POLIPROPILENO V/COL,ARCHIVO Y ACCESORIOS,FOLDERS DE POLIPROPILENO,Marca Externa,2026-01-01,6,105.58,17.6,8.9
50086329,FOLDER DE POLIPROPILENO V/COL,ARCHIVO Y ACCESORIOS,FOLDERS DE POLIPROPILENO,Marca Externa,2026-03-01,7,195.43,27.92,8.9
50086329,FOLDER DE POLIPROPILENO V/COL,ARCHIVO Y ACCESORIOS,FOLDERS DE POLIPROPILENO,Marca Externa,2026-04-01,7,123.04,17.58,8.9
50061735,FOLDER OMX CARTA MANILA 100PK,ARCHIVO Y ACCESORIOS,FOLDERS MANILA,Marca Propia,2024-01-01,10,1745.17,174.52,152.04
50061735,FOLDER OMX CARTA MANILA 100PK,ARCHIVO Y ACCESORIOS,FOLDERS MANILA,Marca Propia,2024-02-01,9,1305.39,145.04,152.04
50061735,FOLDER OMX CARTA MANILA 100PK,ARCHIVO Y ACCESORIOS,FOLDERS MANILA,Marca Propia,2024-03-01,9,1517.31,168.59,152.04
50061735,FOLDER OMX CARTA MANILA 100PK,ARCHIVO Y ACCESORIOS,FOLDERS MANILA,Marca Propia,2024-04-01,7,1068.97,152.71,152.04
50061735,FOLDER OMX CARTA MANILA 100PK,ARCHIVO Y ACCESORIOS,FOLDERS MANILA,Marca Propia,2024-05-01,12,2403.82,200.32,152.04
50061735,FOLDER OMX CARTA MANILA 100PK,ARCHIVO Y ACCESORIOS,FOLDERS MANILA,Marca Propia,2024-06-01,9,1494.15,166.02,152.04
50061735,FOLDER OMX CARTA MANILA 100PK,ARCHIVO Y ACCESORIOS,FOLDERS MANILA,Marca Propia,2024-07-01,9,1712.63,190.29,152.04
50061735,FOLDER OMX CARTA MANILA 100PK,ARCHIVO Y ACCESORIOS,FOLDERS MANILA,Marca Propia,2024-08-01,7,1055.6,150.8,152.04
50061735,FOLDER OMX CARTA MANILA 100PK,ARCHIVO Y ACCESORIOS,FOLDERS MANILA,Marca Propia,2024-09-01,9,1380.28,153.36,152.04
50061735,FOLDER OMX CARTA MANILA 100PK,ARCHIVO Y ACCESORIOS,FOLDERS MANILA,Marca Propia,2024-10-01,9,2026.87,225.21,152.04
50061735,FOLDER OMX CARTA MANILA 100PK,ARCHIVO Y ACCESORIOS,FOLDERS MANILA,Marca Propia,2024-11-01,11,1536.09,139.64,152.04
50061735,FOLDER OMX CARTA MANILA 100PK,ARCHIVO Y ACCESORIOS,FOLDERS MANILA,Marca Propia,2024-12-01,9,1705.38,189.49,152.04
50061735,FOLDER OMX CARTA MANILA 100PK,ARCHIVO Y ACCESORIOS,FOLDERS MANILA,Marca Propia,2025-01-01,9,1952.27,216.92,152.04
50061735,FOLDER OMX CARTA MANILA 100PK,ARCHIVO Y ACCESORIOS,FOLDERS MANILA,Marca Propia,2025-02-01,7,1296.65,185.24,152.04
50061735,FOLDER OMX CARTA MANILA 100PK,ARCHIVO Y ACCESORIOS,FOLDERS MANILA,Marca Propia,2025-03-01,8,1297.28,162.16,152.04
50061735,FOLDER OMX CARTA MANILA 100PK,ARCHIVO Y ACCESORIOS,FOLDERS MANILA,Marca Propia,2025-04-01,10,1903.57,190.36,152.04
50061735,FOLDER OMX CARTA MANILA 100PK,ARCHIVO Y ACCESORIOS,FOLDERS MANILA,Marca Propia,2025-05-01,7,1374.91,196.42,152.04
50061735,FOLDER OMX CARTA MANILA 100PK,ARCHIVO Y ACCESORIOS,FOLDERS MANILA,Marca Propia,2025-06-01,10,1397.83,139.78,152.04
50061735,FOLDER OMX CARTA MANILA 100PK,ARCHIVO Y ACCESORIOS,FOLDERS MANILA,Marca Propia,2025-07-01,10,1584.83,158.48,152.04
50061735,FOLDER OMX CARTA MANILA 100PK,ARCHIVO Y ACCESORIOS,FOLDERS MANILA,Marca Propia,2025-08-01,7,1123.13,160.45,152.04
50061735,FOLDER OMX CARTA MANILA 100PK,ARCHIVO Y ACCESORIOS,FOLDERS MANILA,Marca Propia,2025-09-01,10,1867.58,186.76,152.04
50061735,FOLDER OMX CARTA MANILA 100PK,ARCHIVO Y ACCESORIOS,FOLDERS MANILA,Marca Propia,2025-10-01,11,2174.09,197.64,152.04
50061735,FOLDER OMX CARTA MANILA 100PK,ARCHIVO Y ACCESORIOS,FOLDERS MANILA,Marca Propia,2025-11-01,9,1691.4,187.93,152.04
50061735,FOLDER OMX CARTA MANILA 100PK,ARCHIVO Y ACCESORIOS,FOLDERS MANILA,Marca Propia,2025-12-01,9,2020.28,224.48,152.04
50061735,FOLDER OMX CARTA MANILA 100PK,ARCHIVO Y ACCESORIOS,FOLDERS MANILA,Marca Propia,2026-01-01,9,1650.06,183.34,152.04
50061735,FOLDER OMX CARTA MANILA 100PK,ARCHIVO Y ACCESORIOS,FOLDERS MANILA,Marca Propia,2026-02-01,10,2080.34,208.03,152.04
50061735,FOLDER OMX CARTA MANILA 100PK,ARCHIVO Y ACCESORIOS,FOLDERS MANILA,Marca Propia,2026-03-01,8,1391.88,173.98,152.04
50061735,FOLDER OMX CARTA MANILA 100PK,ARCHIVO Y ACCESORIOS,FOLDERS MANILA,Marca Propia,2026-04-01,9,1946.24,216.25,152.04
50066390,CAJA ARCHIVO OFICIO OFFICEMAX,ARCHIVO Y ACCESORIOS,CAJAS DE ARCHIVO,Marca Propia,2024-01-01,34,1802.33,53.01,37.78
50066390,CAJA ARCHIVO OFICIO OFFICEMAX,ARCHIVO Y ACCESORIOS,CAJAS DE ARCHIVO,Marca Propia,2024-02-01,26,1160.21,44.62,37.78
50066390,CAJA ARCHIVO OFICIO OFFICEMAX,ARCHIVO Y ACCESORIOS,CAJAS DE ARCHIVO,Marca Propia,2024-03-01,36,1805.54,50.15,37.78
50066390,CAJA ARCHIVO OFICIO OFFICEMAX,ARCHIVO Y ACCESORIOS,CAJAS DE ARCHIVO,Marca Propia,2024-04-01,30,1349.94,45.0,37.78
50066390,CAJA ARCHIVO OFICIO OFFICEMAX,ARCHIVO Y ACCESORIOS,CAJAS DE ARCHIVO,Marca Propia,2024-05-01,38,2226.45,58.59,37.78
50066390,CAJA ARCHIVO OFICIO OFFICEMAX,ARCHIVO Y ACCESORIOS,CAJAS DE ARCHIVO,Marca Propia,2024-06-01,20,790.24,39.51,37.78
50066390,CAJA ARCHIVO OFICIO OFFICEMAX,ARCHIVO Y ACCESORIOS,CAJAS DE ARCHIVO,Marca Propia,2024-07-01,25,1115.24,44.61,37.78
50066390,CAJA ARCHIVO OFICIO OFFICEMAX,ARCHIVO Y ACCESORIOS,CAJAS DE ARCHIVO,Marca Propia,2024-08-01,20,772.74,38.64,37.78
50066390,CAJA ARCHIVO OFICIO OFFICEMAX,ARCHIVO Y ACCESORIOS,CAJAS DE ARCHIVO,Marca Propia,2024-09-01,26,1123.17,43.2,37.78
50066390,CAJA ARCHIVO OFICIO OFFICEMAX,ARCHIVO Y ACCESORIOS,CAJAS DE ARCHIVO,Marca Propia,2024-10-01,16,651.55,40.72,37.78
50066390,CAJA ARCHIVO OFICIO OFFICEMAX,ARCHIVO Y ACCESORIOS,CAJAS DE ARCHIVO,Marca Propia,2024-11-01,36,1940.15,53.89,37.78
50066390,CAJA ARCHIVO OFICIO OFFICEMAX,ARCHIVO Y ACCESORIOS,CAJAS DE ARCHIVO,Marca Propia,2024-12-01,25,1040.34,41.61,37.78
50066390,CAJA ARCHIVO OFICIO OFFICEMAX,ARCHIVO Y ACCESORIOS,CAJAS DE ARCHIVO,Marca Propia,2025-01-01,18,706.11,39.23,37.78
50066390,CAJA ARCHIVO OFICIO OFFICEMAX,ARCHIVO Y ACCESORIOS,CAJAS DE ARCHIVO,Marca Propia,2025-02-01,26,1209.76,46.53,37.78
50066390,CAJA ARCHIVO OFICIO OFFICEMAX,ARCHIVO Y ACCESORIOS,CAJAS DE ARCHIVO,Marca Propia,2025-03-01,13,462.76,35.6,37.78
50066390,CAJA ARCHIVO OFICIO OFFICEMAX,ARCHIVO Y ACCESORIOS,CAJAS DE ARCHIVO,Marca Propia,2025-04-01,43,2546.01,59.21,37.78
50066390,CAJA ARCHIVO OFICIO OFFICEMAX,ARCHIVO Y ACCESORIOS,CAJAS DE ARCHIVO,Marca Propia,2025-05-01,19,897.35,47.23,37.78
50066390,CAJA ARCHIVO OFICIO OFFICEMAX,ARCHIVO Y ACCESORIOS,CAJAS DE ARCHIVO,Marca Propia,2025-06-01,20,819.01,40.95,37.78
50066390,CAJA ARCHIVO OFICIO OFFICEMAX,ARCHIVO Y ACCESORIOS,CAJAS DE ARCHIVO,Marca Propia,2025-07-01,36,1950.66,54.18,37.78
50066390,CAJA ARCHIVO OFICIO OFFICEMAX,ARCHIVO Y ACCESORIOS,CAJAS DE ARCHIVO,Marca Propia,2025-08-01,48,2770.53,57.72,37.78
50066390,CAJA ARCHIVO OFICIO OFFICEMAX,ARCHIVO Y ACCESORIOS,CAJAS DE ARCHIVO,Marca Propia,2025-09-01,35,2093.16,59.8,37.78
50066390,CAJA ARCHIVO OFICIO OFFICEMAX,ARCHIVO Y ACCESORIOS,CAJAS DE ARCHIVO,Marca Propia,2025-10-01,17,616.85,36.29,37.78
50066390,CAJA ARCHIVO OFICIO OFFICEMAX,ARCHIVO Y ACCESORIOS,CAJAS DE ARCHIVO,Marca Propia,2025-11-01,21,888.18,42.29,37.78
50066390,CAJA ARCHIVO OFICIO OFFICEMAX,ARCHIVO Y ACCESORIOS,CAJAS DE ARCHIVO,Marca Propia,2025-12-01,13,480.15,36.93,37.78
50066390,CAJA ARCHIVO OFICIO OFFICEMAX,ARCHIVO Y ACCESORIOS,CAJAS DE ARCHIVO,Marca Propia,2026-01-01,28,1410.1,50.36,37.78
50066390,CAJA ARCHIVO OFICIO OFFICEMAX,ARCHIVO Y ACCESORIOS,CAJAS DE ARCHIVO,Marca Propia,2026-02-01,19,735.3,38.7,37.78
50066390,CAJA ARCHIVO OFICIO OFFICEMAX,ARCHIVO Y ACCESORIOS,CAJAS DE ARCHIVO,Marca Propia,2026-03-01,22,848.56,38.57,37.78
50066390,CAJA ARCHIVO OFICIO OFFICEMAX,ARCHIVO Y ACCESORIOS,CAJAS DE ARCHIVO,Marca Propia,2026-04-01,26,1287.54,49.52,37.78
50076882,ETIQUETA OMX BLANCA CARTA 50PZ,ARCHIVO Y ACCESORIOS,ETIQUETAS DE IMPRESION,Marca Propia,2024-01-01,14,2304.98,164.64,122.16
50076882,ETIQUETA OMX BLANCA CARTA 50PZ,ARCHIVO Y ACCESORIOS,ETIQUETAS DE IMPRESION,Marca Propia,2024-02-01,11,1821.57,165.6,122.16
50076882,ETIQUETA OMX BLANCA CARTA 50PZ,ARCHIVO Y ACCESORIOS,ETIQUETAS DE IMPRESION,Marca Propia,2024-03-01,10,1580.71,158.07,122.16
